Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.7737059619703747,"InChI=1S/C15H10O6/c1-20-15(19)8-5-7(16)6-11-12(8)14(18)13-9(17)3-2-4-10(13)21-11/h2-6,16-17H,1H3",1651.0;1168.0;1168.0;1268.0,2,286.047738,543485,C15H10O6,N,COC(=O)c1cc(O)cc2oc3cccc(O)c3c(=O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,YBQTVIMCHXORHO,83.90333643948223,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,YBQTVIMCHXORHO-UHFFFAOYSA-N,4,10
0.7583210745968898,"InChI=1S/C15H10O6/c16-10-3-1-7(5-12(10)18)13-6-9-8(15(19)20)2-4-11(17)14(9)21-13/h1-6,16-18H,(H,19,20)",1903.0;896.0;1355.0;1455.0,2,286.047738,504056,C15H10O6,N,O=C(O)c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,IRXOADZHNKJVKE,82.23494632123409,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,IRXOADZHNKJVKE-UHFFFAOYSA-N,4,10
0.7524196364139355,"InChI=1S/C15H10O6/c1-5-11(17)9-10(15(21)12(5)18)13(19)6-3-2-4-7(16)8(6)14(9)20/h2-4,16-18,21H,1H3",1639.0;1639.0;1144.0;1244.0,2,286.047738,413817,C15H10O6,N,Cc1c(O)c(O)c2c(c1O)C(=O)c1c(O)cccc1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,DSUDNZBLMXALNU,81.59497406086759,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,DSUDNZBLMXALNU-UHFFFAOYSA-N,4,10
0.7524196364139355,"InChI=1S/C15H10O6/c1-7(16)20-6-11-13-9(5-21-11)14(18)8-3-2-4-10(17)12(8)15(13)19/h2-5,17H,6H2,1H3",1639.0;1639.0;1144.0;1244.0,2,286.047738,449758,C15H10O6,N,CC(=O)OCc1occ2c1C(=O)c1c(O)cccc1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,OYCTYROBRSPREE,81.59497406086759,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,OYCTYROBRSPREE-UHFFFAOYSA-N,4,10
0.7524196364139355,"InChI=1S/C15H10O6/c1-5-11(17)9-10(15(21)12(5)18)14(20)8-6(13(9)19)3-2-4-7(8)16/h2-4,16-18,21H,1H3",1639.0;1639.0;1144.0;1244.0,2,286.047738,454678,C15H10O6,N,Cc1c(O)c(O)c2c(c1O)C(=O)c1cccc(O)c1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,ISLPQMKIYJEMAP,81.59497406086759,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ISLPQMKIYJEMAP-UHFFFAOYSA-N,4,10
0.7498772608021002,"InChI=1S/C15H10O6/c1-21-15-9(17)5-7-11(14(15)20)13(19)10-6(12(7)18)3-2-4-8(10)16/h2-5,16-17,20H,1H3",1639.0;1639.0;1156.0;1256.0,2,286.047738,3121,C15H10O6,N,COc1c(O)cc2c(c1O)C(=O)c1c(O)cccc1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,ITLMMMUIWDPRJK,81.31927010251613,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ITLMMMUIWDPRJK-UHFFFAOYSA-N,4,10
0.7498772608021002,"InChI=1S/C15H10O6/c1-21-15-9(17)5-7-11(14(15)20)12(18)6-3-2-4-8(16)10(6)13(7)19/h2-5,16-17,20H,1H3",1639.0;1639.0;1156.0;1256.0,2,286.047738,453734,C15H10O6,N,COc1c(O)cc2c(c1O)C(=O)c1cccc(O)c1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,LITYNJFXKVFCBW,81.31927010251613,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,LITYNJFXKVFCBW-UHFFFAOYSA-N,4,10
0.7498772608021002,"InChI=1S/C15H10O6/c1-21-15-9(18)5-8(17)11-12(15)14(20)10-6(13(11)19)3-2-4-7(10)16/h2-5,16-18H,1H3",1639.0;1639.0;1156.0;1256.0,2,286.047738,457600,C15H10O6,N,COc1c(O)cc(O)c2c1C(=O)c1c(O)cccc1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,RFJUMUSVULHSGA,81.31927010251613,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,RFJUMUSVULHSGA-UHFFFAOYSA-N,4,10
0.7498772608021002,"InChI=1S/C15H10O6/c1-21-15-9(18)5-8(17)11-12(15)13(19)6-3-2-4-7(16)10(6)14(11)20/h2-5,16-18H,1H3",1639.0;1639.0;1156.0;1256.0,2,286.047738,458664,C15H10O6,N,COc1c(O)cc(O)c2c1C(=O)c1cccc(O)c1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,PYEXJCYQXUYFSF,81.31927010251613,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,PYEXJCYQXUYFSF-UHFFFAOYSA-N,4,10
0.7498772608021002,"InChI=1S/C15H10O6/c1-21-15-10(17)5-9-11(14(15)20)13(19)7-3-2-6(16)4-8(7)12(9)18/h2-5,16-17,20H,1H3",1639.0;1639.0;1156.0;1256.0,2,286.047738,478327,C15H10O6,N,COc1c(O)cc2c(c1O)C(=O)c1ccc(O)cc1C2=O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,XUHCTZUMZGBPRV,81.31927010251613,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,XUHCTZUMZGBPRV-UHFFFAOYSA-N,4,10
0.7483312911442147,"InChI=1S/C15H10O6/c16-8-6-9(7-4-2-1-3-5-7)21-15-10(8)11(17)12(18)13(19)14(15)20/h1-6,17-20H",1072.0;2032.0;1168.0;1268.0,2,286.047738,86537,C15H10O6,N,O=c1cc(-c2ccccc2)oc2c(O)c(O)c(O)c(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,GCOMSCHVZJIJQS,81.1516198339303,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,GCOMSCHVZJIJQS-UHFFFAOYSA-N,4,10
0.7476168364184215,"InChI=1S/C15H10O6/c1-18-15-12-10(5-11-14(15)20-6-19-11)21-9-3-2-7(16)4-8(9)13(12)17/h2-5,16H,6H2,1H3",1651.0;1628.0;1168.0;1268.0,2,286.047738,361712,C15H10O6,N,COc1c2c(cc3oc4ccc(O)cc4c(=O)c13)OCO2,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,QFXVMBHQFBMSEL,81.07414190539482,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,QFXVMBHQFBMSEL-UHFFFAOYSA-N,4,10
0.7476168364184215,"InChI=1S/C15H10O6/c1-18-15-12-10(5-11-14(15)20-6-19-11)21-9-4-7(16)2-3-8(9)13(12)17/h2-5,16H,6H2,1H3",1651.0;1628.0;1168.0;1268.0,2,286.047738,403570,C15H10O6,N,COc1c2c(cc3oc4cc(O)ccc4c(=O)c13)OCO2,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,YAVDEYBGXMVERN,81.07414190539482,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,YAVDEYBGXMVERN-UHFFFAOYSA-N,4,10
0.7335252029307467,"InChI=1S/C15H10O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-6,16,18-20H",1532.0;1168.0;1404.0;1504.0,2,286.047738,375278,C15H10O6,N,O=C1C=CC(=C2Oc3cc(O)cc(O)c3C=C2O)C=C1O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,HBQJTBXZMPSVBP,79.54599668794395,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,HBQJTBXZMPSVBP-UHFFFAOYSA-N,4,10
0.7311315853038068,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-11(18)5-9-12(21-15)6-10(17)14(20)13(9)19/h1-6H,(H4-,16,17,18,19,20)",1455.0;1355.0;1355.0;1455.0,2,286.047738,352576,C15H10O6,N,[O-]c1c(O)cc2[o+]c(-c3ccc(O)cc3)c(O)cc2c1O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,VGONRPRFJVEJKB,79.28642455727412,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,VGONRPRFJVEJKB-UHFFFAOYSA-N,4,10
0.7061500279773467,"InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,15-18H",1168.0;1168.0;1672.0;1772.0,2,286.047738,526704,C15H10O6,N,O=C1C(=O)C(c2ccc(O)c(O)c2)Oc2cc(O)ccc21,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,SIBDYBZDJHOTIP,76.57733853213055,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,SIBDYBZDJHOTIP-UHFFFAOYSA-N,4,10
0.6972885690004815,"InChI=1S/C15H10O6/c16-7-1-3-9(11(18)5-7)13-14(19)10-4-2-8(17)6-12(10)21-15(13)20/h1-6,16-19H",1520.0;1156.0;1672.0;1772.0,2,286.047738,23795,C15H10O6,N,O=c1oc2cc(O)ccc2c(O)c1-c1ccc(O)cc1O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,OZOZCKVLUMXFGS,75.61637143296652,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,OZOZCKVLUMXFGS-UHFFFAOYSA-N,4,10
0.6961374688282363,"InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,16-18,20H",1532.0;1168.0;1672.0;1772.0,2,286.047738,7786,C15H10O6,N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,XHEFDIBZLJXQHF,75.49154216994589,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,XHEFDIBZLJXQHF-UHFFFAOYSA-N,4,10
0.6961374688282363,"InChI=1S/C15H10O6/c16-8-2-4-12-9(6-8)13(19)14(20)15(21-12)7-1-3-10(17)11(18)5-7/h1-6,16-18,20H",1532.0;1168.0;1672.0;1772.0,2,286.047738,348276,C15H10O6,N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccc(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,BXPBSBBFPNTFFT,75.49154216994589,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,BXPBSBBFPNTFFT-UHFFFAOYSA-N,4,10
0.6961374688282363,"InChI=1S/C15H10O6/c16-7-4-5-11-9(6-7)13(19)14(20)15(21-11)8-2-1-3-10(17)12(8)18/h1-6,16-18,20H",1532.0;1168.0;1672.0;1772.0,2,286.047738,348277,C15H10O6,N,O=c1c(O)c(-c2cccc(O)c2O)oc2ccc(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,KQRPHHDERPYSPX,75.49154216994589,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,KQRPHHDERPYSPX-UHFFFAOYSA-N,4,10
0.6961374688282363,"InChI=1S/C15H10O6/c16-7-2-4-12-10(5-7)13(19)14(20)15(21-12)9-3-1-8(17)6-11(9)18/h1-6,16-18,20H",1532.0;1168.0;1672.0;1772.0,2,286.047738,348294,C15H10O6,N,O=c1c(O)c(-c2ccc(O)cc2O)oc2ccc(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,DNISTMYBAOCXPD,75.49154216994589,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,DNISTMYBAOCXPD-UHFFFAOYSA-N,4,10
0.6961374688282363,"InChI=1S/C15H10O6/c16-7-1-3-9(11(18)5-7)15-14(20)13(19)10-4-2-8(17)6-12(10)21-15/h1-6,16-18,20H",1532.0;1168.0;1672.0;1772.0,2,286.047738,432978,C15H10O6,N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,JHOUXIKRWSICJN,75.49154216994589,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,JHOUXIKRWSICJN-UHFFFAOYSA-N,4,10
0.6917618793677142,"InChI=1S/C15H10O6/c1-19-15-7-3-5-8(16)12-11(7)10-6(14(18)20-12)2-4-9(17)13(10)21-15/h2-5,15-17H,1H3",1068.0;1168.0;2044.0,2,286.047738,323382,C15H10O6,N,COC1Oc2c(O)ccc3c(=O)oc4c(O)ccc1c4c23,135.0436248779297:[C8H7O2]+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H7O4-H]+,UHFFFAOYSA,XTCYRFROIBWDPU,75.01703819469888,135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,XTCYRFROIBWDPU-UHFFFAOYSA-N,3,10
0.6804122958477019,"InChI=1S/C15H10O6/c1-5-3-6(16)10-12-9(5)8(21-2)4-7(17)11(12)14(19)15(20)13(10)18/h3-4,16-17H,1-2H3",1672.0;1672.0;1572.0;1572.0,2,286.047738,323355,C15H10O6,N,COc1cc(O)c2c3c(c(O)cc(C)c13)C(=O)C(=O)C2=O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H5O4]+;154.0258026123047:[C7H5O4]+H+,UHFFFAOYSA,CMDRFERFCZVBIH,73.78625030972191,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,CMDRFERFCZVBIH-UHFFFAOYSA-N,4,10
0.6718426100331183,"InChI=1S/C15H10O6/c16-5-6-4-8-11(15(21)12(6)18)14(20)10-7(13(8)19)2-1-3-9(10)17/h1-4,16-18,21H,5H2",1639.0;1639.0;1672.0;1572.0,2,286.047738,465266,C15H10O6,N,O=C1c2cccc(O)c2C(=O)c2c1cc(CO)c(O)c2O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H6O4-H]+;154.0258026123047:[C7H6O4]+,UHFFFAOYSA,FWDJFYYRADDLPT,72.85692409611676,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,FWDJFYYRADDLPT-UHFFFAOYSA-N,4,10
0.6718426100331183,"InChI=1S/C15H10O6/c16-5-8-10(18)4-7-12(14(8)20)15(21)11-6(13(7)19)2-1-3-9(11)17/h1-4,16-18,20H,5H2",1639.0;1639.0;1672.0;1572.0,2,286.047738,487240,C15H10O6,N,O=C1c2cccc(O)c2C(=O)c2c1cc(O)c(CO)c2O,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H4O2+2H]+H+;153.01795959472656:[C7H6O4-H]+;154.0258026123047:[C7H6O4]+,UHFFFAOYSA,KIMJRLOJUKVEEZ,72.85692409611676,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,KIMJRLOJUKVEEZ-UHFFFAOYSA-N,4,10
0.671200965583105,"InChI=1S/C15H10O6/c16-8-1-2-9-13(5-8)21-6-10(14(9)19)7-3-11(17)15(20)12(18)4-7/h1-6,16-18,20H",1520.0;1144.0;1932.0;1932.0,2,286.047738,463615,C15H10O6,N,O=c1c(-c2cc(O)c(O)c(O)c2)coc2cc(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H5O4]+;154.0258026123047:[C7H5O4]+H+,UHFFFAOYSA,YFVNYAXYZNDLIY,72.7873419643895,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,YFVNYAXYZNDLIY-UHFFFAOYSA-N,4,10
0.6701879539299794,"InChI=1S/C15H10O6/c1-5-2-7-11(15(21)12(5)18)14(20)10-8(13(7)19)3-6(16)4-9(10)17/h2-4,16-18,21H,1H3",1156.0;1156.0;2020.0;2120.0,2,286.047738,58447,C15H10O6,N,Cc1cc2c(c(O)c1O)C(=O)c1c(O)cc(O)cc1C2=O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,LAOFTEMTSXNIIM,72.6774874954736,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,LAOFTEMTSXNIIM-UHFFFAOYSA-N,4,10
0.6701879539299794,"InChI=1S/C15H10O6/c16-5-6-1-8-12(10(18)2-6)15(21)13-9(14(8)20)3-7(17)4-11(13)19/h1-4,16-19H,5H2",1156.0;1156.0;2020.0;2120.0,2,286.047738,79624,C15H10O6,N,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,YQHZABGPIPECSQ,72.6774874954736,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,YQHZABGPIPECSQ-UHFFFAOYSA-N,4,10
0.6701879539299794,"InChI=1S/C15H10O6/c1-5-2-8(17)11-12(13(5)19)14(20)7-3-6(16)4-9(18)10(7)15(11)21/h2-4,16-19H,1H3",1156.0;1156.0;2020.0;2120.0,2,286.047738,85207,C15H10O6,N,Cc1cc(O)c2c(c1O)C(=O)c1cc(O)cc(O)c1C2=O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,VWDXGKUTGQJJHJ,72.6774874954736,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,VWDXGKUTGQJJHJ-UHFFFAOYSA-N,4,10
0.6701879539299794,"InChI=1S/C15H10O6/c16-5-6-3-8-11(10(18)4-6)15(21)12-7(13(8)19)1-2-9(17)14(12)20/h1-4,16-18,20H,5H2",1156.0;1156.0;2020.0;2120.0,2,286.047738,311272,C15H10O6,N,O=C1c2cc(CO)cc(O)c2C(=O)c2c1ccc(O)c2O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,DIGOUNMGDIJHEB,72.6774874954736,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,DIGOUNMGDIJHEB-UHFFFAOYSA-N,4,10
